fl,fw,gt,inl,inw,k,k_mul,pl,pt,pw,sl,st,sw,x,freq,s11,gain,bandwidth
7.5,2.4,0.4,7.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3732,-21.960051179693,2.727115098972165,0.17832854428074318
8.0,2.4,0.4,7.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5104,-40.246344357122,3.9328330049558113,0.2016468089174599
8.5,2.4,0.4,7.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6819,-23.553830669288,4.420368464763037,0.22387099219548112
9.0,2.4,0.4,7.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8583,-18.975389464296,5.069802830105209,0.23264254364037473
9.5,2.4,0.4,7.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.069,-16.724473529213,5.9724952972090986,0.23945330140968046
10.0,2.4,0.4,7.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2846,-15.172853970852,5.400201922064683,0.24584332674362752
10.5,2.4,0.4,7.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.5492,-12.449049543306,5.733297429191355,0.22011707187410678
11.0,2.4,0.4,7.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.7697,-8.7111228954999,3.9101048932295335
7.5,2.4,0.4,7.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.383,-22.231320439644,2.7940478869409304,0.17921147774106938
8.0,2.4,0.4,7.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5104,-40.171397433222,3.874305263477215,0.20094589717416556
8.5,2.4,0.4,7.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6868,-23.681319309571,4.388090911449972,0.2241497683807392
9.0,2.4,0.4,7.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8681,-19.156267547171,5.1436616000096835,0.23216688262536378
9.5,2.4,0.4,7.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0739,-16.838964141447,5.959152482474909,0.2399021623463038
10.0,2.4,0.4,7.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2993,-15.033559338102,5.468035406697164,0.24586824188926482
10.5,2.4,0.4,7.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.5296,-12.600616794782,5.836963555696148,0.22326278033832292
11.0,2.4,0.4,7.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.7991,-8.6907376187255,3.92389015032491
7.5,2.4,0.4,7.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3732,-21.901726654599,2.741759672976045,0.17842502196761467
8.0,2.4,0.4,7.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5104,-38.831787571916,3.864457824425549,0.19986026488716035
8.5,2.4,0.4,7.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6868,-23.722040685203,4.392550048122804,0.22396594650508828
9.0,2.4,0.4,7.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8681,-19.234927147929,5.155798669259465,0.2324338243865629
9.5,2.4,0.4,7.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.0739,-16.894488996976,5.951612269505429,0.23974241284168318
10.0,2.4,0.4,7.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.3042,-15.259857851105,5.471757006659576,0.24534955592621177
10.5,2.4,0.4,7.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.5198,-12.62341110087,5.915337798739544,0.22230688455678482
11.0,2.4,0.4,7.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.7991,-8.707021606875,3.8478059269551723
7.5,2.4,0.4,6.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3242,-16.695020528974,2.61688237412649,0.1703085886818161
8.0,2.4,0.4,6.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.5006,-24.600464799812,3.9042038647226827,0.20562775908307618
8.5,2.4,0.4,6.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.677,-44.047204746842,4.60243157438399,0.23113174545209114
9.0,2.4,0.4,6.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8583,-25.391410502789,5.418559623094822,0.253909014262633
9.5,2.4,0.4,6.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0641,-21.478593411171,6.287169718283723,0.2676334657976538
10.0,2.4,0.4,6.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2797,-19.736597112509,5.975709677892692,0.290120935815672
10.5,2.4,0.4,6.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.5541,-17.75879122447,6.24429186041881,0.3321288035049079
11.0,2.4,0.4,6.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.8285,-13.485770682895,5.26426659017962
7.5,2.4,0.4,6.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3634,-17.814146442595,2.9235106394791623,0.17433109012897008
8.0,2.4,0.4,6.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5006,-24.148584130508,3.8388371354962683,0.2040706286773113
8.5,2.4,0.4,6.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6721,-38.164689108781,4.616405579425341,0.23554480807041633
9.0,2.4,0.4,6.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8436,-26.348628371813,5.318780240206581,0.252850250123986
9.5,2.4,0.4,6.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.069,-21.923600445942,6.230800172865399,0.2666159917721127
10.0,2.4,0.4,6.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2846,-20.094883542035,5.933949391892392,0.28929541252461366
10.5,2.4,0.4,6.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.559,-17.990954043318,6.232700560233108,0.3313676243512047
11.0,2.4,0.4,6.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.8334,-13.593123930344,5.245208663089996
7.5,2.4,0.4,6.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3781,-17.866337582845,2.947102262933425,0.17544015792175305
8.0,2.4,0.4,6.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5055,-24.230011816382,3.852176609952987,0.20465407829184734
8.5,2.4,0.4,6.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6721,-40.469677438698,4.578261268592401,0.2346450120326775
9.0,2.4,0.4,6.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8583,-26.496400042236,5.350562900657016,0.25272011295253094
9.5,2.4,0.4,6.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0543,-22.350913424288,6.2480131154937535,0.2665559706294127
10.0,2.4,0.4,6.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.2797,-20.415319217359,5.897930812002003,0.2890221275410587
10.5,2.4,0.4,6.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.5394,-18.300778301637,6.255349116522758,0.32844281702971667
11.0,2.4,0.4,6.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.8138,-13.946825483115,5.21400191868231
7.5,2.4,0.4,6.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3438,-16.618357341264,2.714576014610708,0.17106216173102196
8.0,2.4,0.4,6.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5153,-24.432317197982,4.049298840362244,0.20465716061229244
8.5,2.4,0.4,6.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6819,-52.518498102709,4.591291386074629,0.22843914661009457
9.0,2.4,0.4,6.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8632,-26.640954302389,5.389169508777317,0.25281847527933277
9.5,2.4,0.4,6.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.069,-22.438857119832,6.236319196575289,0.2661795812055603
10.0,2.4,0.4,6.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2944,-20.521657121051,5.898915039262284,0.28911887044520235
10.5,2.4,0.4,6.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.5541,-18.449944373114,6.213480038004195,0.3315333762923558
11.0,2.4,0.4,6.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.8334,-13.878117045635,5.243805382833166
7.5,2.4,0.4,6.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.383,-17.87201776412,2.9308812796208903,0.17570088216918212
8.0,2.4,0.4,6.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5251,-24.584123690603,4.065041885339307,0.20429295529583058
8.5,2.4,0.4,6.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.677,-43.350940380139,4.579570871147211,0.234283816944179
9.0,2.4,0.4,6.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8632,-27.308405026475,5.364082479617881,0.25247940718258155
9.5,2.4,0.4,6.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0592,-22.61464566495,6.212713103768264,0.26562629227493284
10.0,2.4,0.4,6.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2944,-20.750998078257,5.945265002647164,0.28901797546613306
10.5,2.4,0.4,6.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.5492,-18.619153992506,6.207450443646147,0.33065532086426597
11.0,2.4,0.4,6.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.8334,-14.003509180161,5.240705162727815
7.5,2.4,0.4,6.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.383,-17.83987223369,2.9181142100456205,0.17550811295005442
8.0,2.4,0.4,6.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5202,-24.130350263651,4.036396088799663,0.2044002517190857
8.5,2.4,0.4,6.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6868,-45.144631910219,4.581577974939732,0.22807630493246833
9.0,2.4,0.4,6.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8632,-27.302457600896,5.336545456336886,0.25222558539227435
9.5,2.4,0.4,6.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.069,-22.883261743422,6.193798790363879,0.26581437192012647
10.0,2.4,0.4,6.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.2797,-20.949143709775,5.87834706965339,0.2882254726797582
10.5,2.4,0.4,6.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.5541,-18.704271447427,6.18312320997964,0.33042113566494713
11.0,2.4,0.4,6.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.8236,-14.030432618587,5.20941356270214
7.5,2.4,0.4,5.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3585,-15.425389822949,3.0093551675921546,0.16642147615126257
8.0,2.4,0.4,5.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.5153,-20.252657392202,4.079792661323206,0.20344506255382955
8.5,2.4,0.4,5.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6672,-27.826117118614,4.729218668390408,0.2339515472537128
9.0,2.4,0.4,5.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8436,-45.38710021678,5.461384110217053,0.26056380481508334
9.5,2.4,0.4,5.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0641,-29.133787965085,6.369812097879054,0.27916197387646635
10.0,2.4,0.4,5.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2895,-26.736639211312,6.232914648655395,0.3056977265692451
10.5,2.4,0.4,5.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.5443,-25.14985594021,6.545927212579833,0.3615189545159918
11.0,2.4,0.4,5.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.8334,-19.998121884521,5.8786478304480685
7.5,2.4,0.4,5.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3732,-15.55362138396,3.0520820760188654,0.16822392473827463
8.0,2.4,0.4,5.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5104,-19.887400533168,4.08048625403157,0.20308096865304393
8.5,2.4,0.4,5.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.677,-27.712295725989,4.70461764986289,0.23244223671574193
9.0,2.4,0.4,5.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8387,-46.340910870029,5.393908034865565,0.261050985816655
9.5,2.4,0.4,5.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0592,-30.603632841955,6.363106664756204,0.2786840927994749
10.0,2.4,0.4,5.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2846,-27.691496342472,6.192203556687322,0.3046791158360165
10.5,2.4,0.4,5.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.5149,-25.730128369097,6.545085186710562,0.3531408494832844
11.0,2.4,0.4,5.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.8383,-20.592149599219,5.820458044108657
7.5,2.4,0.4,5.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3732,-15.449371390567,3.046650279963889,0.16723982392069647
8.0,2.4,0.4,5.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5153,-19.909813625764,4.072013659010657,0.20321847542155957
8.5,2.4,0.4,5.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6819,-27.36412741317,4.6889678821017915,0.23167260419125046
9.0,2.4,0.4,5.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8387,-48.610477693178,5.33022874666615,0.2598201080264779
9.5,2.4,0.4,5.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0543,-31.341610993447,6.317404251511072,0.27758799645943544
10.0,2.4,0.4,5.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.2846,-28.418425295871,6.2009518173882885,0.30456080406593067
10.5,2.4,0.4,5.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.5443,-26.667369657491,6.458179301120259,0.35843085589185275
11.0,2.4,0.4,5.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.8481,-20.663205794165,5.837904821994405
7.5,2.4,0.4,5.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3781,-15.42751760349,3.043701021279942,0.16753656057814093
8.0,2.4,0.4,5.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5202,-19.776017332702,4.062027742920799,0.20193694812716556
8.5,2.4,0.4,5.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6819,-27.091485841474,4.701362952028107,0.23130093553229614
9.0,2.4,0.4,5.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8387,-43.162426487786,5.33634122905643,0.259160818186722
9.5,2.4,0.4,5.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.0641,-31.448455904061,6.3162614911718205,0.27694889187143934
10.0,2.4,0.4,5.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2895,-28.591562636607,6.188821915858565,0.30359731598384965
10.5,2.4,0.4,5.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.5296,-27.198344122884,6.438347900098258,0.35309082620354904
11.0,2.4,0.4,5.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.8334,-21.007281788422,5.855652080748309
7.5,2.4,0.4,5.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3438,-14.569748009849,2.76089207917014,0.15994384044575716
8.0,2.4,0.4,5.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5055,-19.240018453951,3.8710682022007115,0.20087671886644953
8.5,2.4,0.4,5.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6819,-26.792029168495,4.663369952776569,0.23076565705794083
9.0,2.4,0.4,5.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8534,-46.733252760557,5.43531946011185,0.25918427092863805
9.5,2.4,0.4,5.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.069,-32.118392081409,6.288925391666009,0.2764151712911156
10.0,2.4,0.4,5.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2895,-29.016446326386,6.15157324700036,0.3030616456698363
10.5,2.4,0.4,5.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.5443,-27.310155028865,6.4540210410618,0.3550070644973671
11.0,2.4,0.4,5.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.8334,-21.126426475806,5.828620271408062
7.5,2.4,0.4,5.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3781,-15.32268607171,3.042097467838798,0.1664528037570423
8.0,2.4,0.4,5.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5153,-19.388298332196,4.030534572868905,0.2005829688291363
8.5,2.4,0.4,5.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.677,-26.152372745529,4.642584495855501,0.22994793228488186
9.0,2.4,0.4,5.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8583,-55.06376636123,5.442280068933631,0.2576526397247574
9.5,2.4,0.4,5.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.0543,-33.323691961875,6.319790783908502,0.27583096447111854
10.0,2.4,0.4,5.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.2895,-29.455854582003,6.159115856483175,0.3026424562496448
10.5,2.4,0.4,5.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.5492,-27.575224338694,6.416917222013276,0.35484649962670733
11.0,2.4,0.4,5.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.8334,-21.547591560419,5.834954916048543
7.5,2.4,0.4,4.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3585,-13.892480964193,3.0739351706825597,0.15608356670385115
8.0,2.4,0.4,4.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.5055,-17.476657085544,4.122150743128007,0.19786971158182087
8.5,2.4,0.4,4.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6623,-22.36528909304,4.737213535402293,0.23124627885739413
9.0,2.4,0.4,4.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8583,-31.980010524323,5.606703716175587,0.2638357530793729
9.5,2.4,0.4,4.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0543,-44.672473986407,6.435044112969868,0.2838604578242516
10.0,2.4,0.4,4.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2797,-43.79450204821,6.376964570797295,0.3106059488636044
10.5,2.4,0.4,4.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.5296,-41.516125848361,6.661042920885547,0.3614849430461673
11.0,2.4,0.4,4.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.8334,-31.806930969304,6.169065749104808
7.5,2.4,0.4,4.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3683,-13.927442561068,3.121460170667449,0.15717460238537306
8.0,2.4,0.4,4.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5104,-17.371859056576,4.104945806822614,0.19712232736797208
8.5,2.4,0.4,4.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6672,-22.110752099206,4.704846139717252,0.23071233501060462
9.0,2.4,0.4,4.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8485,-30.707005440732,5.551186314670777,0.2628880857770213
9.5,2.4,0.4,4.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0494,-41.297043874362,6.403936229402259,0.28302688005007726
10.0,2.4,0.4,4.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2699,-59.484687898124,6.316985079645949,0.30886857883314445
10.5,2.4,0.4,4.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.5296,-57.086212310012,6.634896665500174,0.36028277393728114
11.0,2.4,0.4,4.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.8334,-34.348109531362,6.155197994610393
7.5,2.4,0.4,4.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3732,-13.855654644339,3.112781793740853,0.15625614124158993
8.0,2.4,0.4,4.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5104,-17.263394553652,4.062132185689355,0.19679884573743145
8.5,2.4,0.4,4.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6672,-21.841731222239,4.734051514014688,0.22989805868368762
9.0,2.4,0.4,4.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8485,-29.875984140934,5.504616866357496,0.2620735938012828
9.5,2.4,0.4,4.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0445,-39.590858091589,6.392755453563534,0.2818280082564226
10.0,2.4,0.4,4.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.2748,-48.126569054142,6.300393869811292,0.30807227163498396
10.5,2.4,0.4,4.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.5296,-48.798926065261,6.606353210410999,0.3587742985843274
11.0,2.4,0.4,4.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.8334,-35.734961256918,6.161924755526966
7.5,2.4,0.4,4.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3634,-13.674208898212,2.957607057155254,0.1535066284064457
8.0,2.4,0.4,4.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5153,-17.235505204554,4.075744267537072,0.1964125921159381
8.5,2.4,0.4,4.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6672,-21.668431459088,4.728586311268052,0.22903710430008717
9.0,2.4,0.4,4.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8534,-29.438453869482,5.517250082544714,0.2613648532358499
9.5,2.4,0.4,4.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.0592,-39.302879518201,6.365189251928576,0.2810406498587681
10.0,2.4,0.4,4.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2797,-50.106294073825,6.324986301045042,0.30732425951589093
10.5,2.4,0.4,4.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.5296,-45.458107659513,6.571234655566935,0.3567805577776939
11.0,2.4,0.4,4.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.8334,-37.206859988981,6.096650771555864
7.5,2.4,0.4,4.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3781,-14.078192017477,3.095583361736908,0.15948732637856455
8.0,2.4,0.4,4.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5153,-17.231244844851,4.071541831308535,0.19680323460433957
8.5,2.4,0.4,4.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6721,-21.639617058602,4.7279163487673115,0.22898668773050268
9.0,2.4,0.4,4.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8534,-29.113257374069,5.523155995502327,0.26075820234665015
9.5,2.4,0.4,4.0,0.24,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0592,-37.245482280598,6.380050696593355,0.28062852129834326
10.0,2.4,0.4,4.0,0.24,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2846,-44.517703063805,6.286617380817388,0.3065858597018227
10.5,2.4,0.4,4.0,0.24,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.5296,-42.438803664119,6.570431642588819,0.35516971485656246
11.0,2.4,0.4,4.0,0.24,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.8236,-38.635525177128,6.144459044716304
7.5,2.4,0.4,4.0,0.24,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3781,-14.042917100608,3.100761375714032,0.1591177728671278
8.0,2.4,0.4,4.0,0.24,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5251,-17.305087570896,4.144521252134428,0.19716534502513516
8.5,2.4,0.4,4.0,0.24,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6721,-21.475980629306,4.727626318246202,0.22856156608410982
9.0,2.4,0.4,4.0,0.24,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8534,-28.800713095621,5.489345352672758,0.260342756186442
